customer_id;credit_lines_outstanding;loan_amt_outstanding;total_debt_outstanding;income;years_employed;fico_score;default
4291718;0;6.057.714.322;5.037.586.596;7.710.506.478;3;577;0
7121714;1;5.417.279.327;7.391.886.571;8.276.889.299;5;763;0
2560833;0;3.683.633.262;5.129.960.453;4.678.023.429;2;682;0
5626745;2;4.088.322.229;1.076.994.151;6.529.661.473;3;529;0
4481150;0;3.807.743.628;4.974.633.111;4.974.633.111;4;673;0
5516661;1;3.886.500.181;6.163.896.754;6.297.000.848;3;498;0
1399454;0;3.975.971.427;2.017.615.957;601.130.898;7;735;0
5530537;5;4.399.609.707;1.898.359.494;7.455.179.742;5;589;1
4774776;5;3.715.615.067;2.116.618.758;7.424.597.957;6;521;1
7337083;1;5.475.024.768;7.960.584.744;8.993.653.333;6;663;0
1784006;3;3.912.528.934;1.100.319.021;6.113.514.782;6;520;0
3015849;0;4.602.632.946;2.885.882.799;7.494.474.687;7;641;0
8147855;0;3.302.375.658;3.540.408.869;5.294.040.485;3;571;0
7259001;1;2.997.111.796;4.060.658.436;5.165.739.791;7;637;0
6808928;0;5.409.485.541;8.582.884.553;8.582.884.553;3;587;0
5020894;0;3.324.762.629;4.488.393.471;5.226.392.112;2;688;0
3307867;0;2.780.605.491;2.985.390.985;4.476.849.337;6;697;0
3785939;2;4.656.515.152;1.093.702.779;8.356.208.389;5;659;0
7582759;5;5.592.888.775;1.855.651.011;690.346.583;2;585;1
3845396;4;4.607.568.029;1.865.860.166;6.904.368.457;0;554;1
4583582;0;7.297.632.028;2.787.517.646;9.138.638.979;3;646;0
7137949;1;219.792.005;4.141.073.809;3.725.041.575;5;633;0
7881670;0;302.615.346;2.100.951.674;5.812.238.867;5;665;0
3578918;0;3.308.726.194;3.293.907.075;62.979.336;4;631;0
2400728;1;2.108.406.741;5.101.276.031;3.628.622.301;3;635;0
3910608;2;4.386.489.365;1.330.809.977;8.306.091.863;7;805;0
5739618;1;5.440.345.228;9.441.965.188;8.394.963.483;5;732;0
2956075;1;4.381.219.192;5.391.616.434;7.394.040.888;5;538;0
2440341;1;4.407.340.342;6.510.292.746;5.804.503.683;6;766;0
4090392;0;2.655.890.059;1.935.477.162;4.276.133.037;4;535;0
8124376;0;1.056.973.813;1.463.576.575;1.867.741.524;3;657;0
3141170;0;5.811.231.216;1.861.662.009;1.111.992.321;3;537;0
5938514;2;4.427.767.815;834.612.473;7.216.639.321;7;656;0
6639337;4;2.381.377.586;9.239.297.864;3.620.277.328;3;627;1
7967829;5;3.542.836.359;1.785.947.422;6.589.503.891;4;650;1
7129413;4;370.144.291;1.541.304.833;5.225.406.472;0;644;1
3297174;1;5.871.687.461;1.416.668.573;1.034.302.252;5;777;0
2144140;0;3.761.492.478;6.022.206.246;7.799.466.609;5;626;0
7236675;3;4.863.253.267;1.843.586.103;8.921.095.378;4;651;0
4953674;2;6.449.962.139;1.591.767.819;9.514.769.382;3;614;0
1313916;2;5.419.803.508;1.221.110.562;7.864.259.379;4;655;0
6407260;4;305.161.728;1.002.490.118;4.849.412.671;6;637;1
5248789;5;5.655.356.182;2.097.758.159;8.042.595.805;3;600;1
4717778;1;4.760.366.828;670.125.131;7.134.917.216;4;706;0
8953361;1;3.563.944.952;7.529.712.648;5.690.889.225;4;732;0
1203004;1;3.468.769.868;3.963.320.373;5.867.511.138;6;634;0
7680418;0;5.459.567.829;1.070.669.251;7.654.140.552;7;670;0
1635668;0;4.748.319.158;5.285.202.341;9.163.710.508;5;650;0
1327686;0;3.259.037.292;524.631.404;5.144.886.807;2;694;0
8860603;5;3.019.889.282;1.448.453.671;5.321.426.922;3;620;1
1574310;5;3.420.711.538;1.330.442.465;4.703.555.949;4;671;1
1230988;0;2.809.628.407;5.765.036.803;7.283.419.724;4;620;0
7707274;0;2.647.493.203;3.619.201.061;5.026.536.177;7;754;0
8621380;1;565.994.278;4.705.309.234;6.616.748.847;6;614;0
7654923;2;2.733.881.366;668.070.639;4.995.705.421;8;808;0
6825120;5;4.909.279.722;2.956.724.598;9.135.696.944;3;561;1
5102732;0;711.865.773;994.725.049;994.725.049;3;627;0
2142113;1;4.276.840.509;771.082.647;6.331.164.763;6;623;0
3844986;3;3.850.082.047;1.203.721.328;6.594.854.049;4;604;0
1915957;5;6.185.039.553;2.576.287.987;8.751.622.794;4;519;1
3191077;5;460.268.816;2.118.863.655;7.956.832.006;4;613;1
5702950;0;5.330.724.478;691.720.122;8.490.187.567;3;659;0
5745517;0;3.059.852.137;270.851.386;5.193.099.284;6;589;0
6831164;1;3.063.080.516;5.591.355.971;442.375.243;3;641;0
5242635;4;3.254.744.473;1.379.322.076;6.726.259.139;7;647;0
7608670;0;2.816.344.442;3.995.376.537;4.899.907.941;3;551;0
2893114;0;2.590.207.884;6.914.141.093;8.489.017.891;6;806;0
4705600;1;4.903.643.952;9.880.823.934;790.914.778;5;593;0
4205202;1;3.233.399.911;4.948.328.444;5.614.236.164;5;659;0
7300819;4;5.483.058.105;1.641.202.894;722.337.962;4;636;1
5290974;1;2.773.367.161;3.459.491.604;4.392.526.109;5;592;0
2255807;1;4.610.183.939;8.942.436.265;8.425.657.137;5;635;0
7436232;4;4.852.076.967;1.714.401.767;6.733.324.863;1;572;1
3650294;0;2.631.141.755;2.850.873.327;5.756.627.929;6;658;0
8001143;3;2.667.257.142;1.114.712.182;6.737.885.873;9;687;0
2016332;0;4.846.168.026;4.493.221.216;7.147.856.634;6;679;0
5815776;0;4.075.303.578;4.908.499.631;6.197.190.327;6;649;0
3734318;1;2.986.946.306;4.442.391.951;496.118.005;5;634;0
1221756;4;4.448.197.317;1.640.362.015;7.490.735.478;5;708;1
7432397;0;2.846.783.709;2.215.267.656;755.780.504;8;727;0
8234115;3;4.819.310.067;1.644.051.044;7.913.175.623;3;558;1
2870480;1;3.556.259.032;8.048.823.863;7.022.789.614;6;683;0
2601424;0;2.893.445.118;5.906.470.961;6.699.177.807;3;633;0
4620870;2;5.815.660.054;1.253.031.836;8.109.139.512;1;696;0
1138342;0;6.742.525.405;5.406.570.732;1.030.523.207;6;601;0
4075357;4;3.046.803.856;1.016.391.502;4.431.627.898;5;610;1
7064439;5;3.292.565.715;1.351.316.092;4.762.819.155;4;576;1
5193058;5;3.273.345.444;2.624.716.403;745.959.267;3;569;1
3599219;0;6.476.625.689;6.388.951.734;7.725.875.207;4;646;0
4135455;1;9.329.328.962;1.208.482.496;1.172.174.097;4;619;0
6220270;0;5.456.640.938;1.740.645.118;8.559.733.735;5;625;0
6684499;0;3.952.240.586;3.173.669.165;6.032.590.256;6;577;0
1607195;0;228.247.149;4.480.737.982;5.261.493.463;4;599;0
3437145;5;2.351.464.523;124.993.769;4.444.241.288;3;529;1
5184600;1;2.851.687.331;4.874.662.228;6.643.795.865;8;643;0
1927138;1;6.010.694.321;1.002.282.655;8.672.688.339;5;723;0
5153872;0;2.251.702.422;156.535.743;4.703.720.159;5;563;0
4279565;0;5.628.189.808;6.788.637.558;7.946.376.781;5;630;0
4379962;0;5.206.571.978;4.655.435.627;7.118.717.237;5;663;0
7278398;0;5.080.960.736;6.307.922.148;8.968.457.281;4;663;0
2322656;0;6.226.330.573;5.879.439.635;8.827.165.073;4;638;0
3539941;4;3.837.164.141;1.119.375.899;4.723.673.586;3;503;1
6128171;0;3.938.572.053;301.521.985;6.697.236.572;3;590;0
4017729;5;3.401.142.697;150.277.394;4.826.924.573;4;627;1
5489758;0;4.782.550.372;2.962.051.911;7.418.605.638;2;572;0
7291395;1;3.514.373.898;5.534.786.569;6.813.416.335;5;663;0
7184933;0;483.888.594;9.495.333.647;8.053.438.104;4;532;0
1546767;5;4.501.352.269;2.150.332.392;6.834.372.518;3;611;1
6745030;0;5.694.186.818;7.034.287.374;8.011.538.066;4;678;0
4283265;4;7.023.706.494;2.303.002.902;1.070.296.982;5;613;1
2720740;1;184.695.396;4.217.553.757;4.741.437.218;5;608;0
6214473;0;4.279.524.788;4.799.246.335;5.871.677.917;3;581;0
6814127;0;4.179.752.421;6.675.495.541;8.096.804.363;3;709;0
6250032;0;4.636.492.547;5.881.152.966;6.208.683.719;4;726;0
2180620;1;525.367.278;946.113.944;7.896.788.248;5;673;0
2868933;4;3.887.552.042;116.565.605;6.163.823.039;5;636;1
8556906;5;7.437.985.504;2.277.091.444;8.619.115.107;4;542;1
7387742;4;3.910.165.884;1.594.196.457;6.232.068.748;3;583;1
6983390;3;3.146.790.022;1.071.365.605;5.654.972.405;2;648;1
6982234;0;5.685.084.317;1.846.670.292;7.812.980.327;4;692;0
3613337;5;7.928.603.856;2.255.241.946;9.146.492.772;4;518;1
2089110;0;5.350.116.775;56.069.315;1.076.404.062;7;604;0
3642009;0;5.586.776.476;3.958.224.897;7.945.078.486;3;568;0
7200237;5;5.396.831.301;336.346.884;8.898.240.664;5;665;1
5667594;0;6.912.584.779;6.751.788.492;9.468.239.939;3;634;0
3827563;5;4.331.338.868;2.047.612.999;6.272.636.572;4;699;1
3168024;0;3.710.331.575;6.414.329.835;6.901.481.007;4;596;0
5826262;1;335.222.773;5.460.534.157;5.342.044.931;5;740;0
1071129;5;5.062.958.927;2.460.728.806;8.653.065.712;4;595;1
8676252;0;4.703.124.358;5.845.433.578;7.267.453.698;5;721;0
4985094;3;4.465.159.228;1.402.361.901;8.064.899.587;4;556;0
7617251;0;3.564.243.108;3.543.065.318;549.513.867;2;682;0
2739111;0;4.172.079.679;3.331.100.295;6.223.635.765;4;688;0
8117940;0;3.527.358.237;5.140.771.361;6.780.533.724;4;719;0
8952656;0;4.299.167.716;3.908.508.291;6.441.830.031;4;666;0
6045930;5;6.272.920.481;2.489.217.654;7.294.745.246;2;631;1
8840424;1;6.680.563.185;1.617.774.943;1.287.225.972;5;623;0
5284618;0;5.453.522.902;1.321.182.038;9.227.011.196;3;668;0
6807099;0;3.372.820.854;5.868.621.293;5.868.621.293;6;719;0
8779087;0;4.273.884.287;4.404.220.342;7.710.527.376;4;619;0
3764884;4;3.142.171.877;1.278.651.497;6.340.407.412;6;575;1
8115787;5;4.248.010.293;2.070.696.009;7.321.589.622;5;563;1
2389706;2;4.793.066.111;1.333.338.039;8.899.322.802;3;603;0
2406155;0;2.443.242.314;3.283.316.209;6.125.775.117;5;654;0
4100615;4;3.519.681.696;126.939.742;7.043.889.413;8;534;0
3075019;1;3.425.524.016;721.342.686;7.237.618.439;5;643;0
6685507;0;22.278.022;2.558.020.838;3.859.820.238;5;538;0
4579920;5;4.113.083.493;1.533.937.239;6.985.705.165;8;663;1
8856741;1;4.330.827.881;567.283.971;7.108.146.965;6;595;0
3055921;3;5.112.714.379;1.694.823.898;9.419.151.796;3;650;0
4989984;0;4.079.002.121;426.308.321;5.172.938.269;3;655;0
5825288;1;4.543.089.872;7.879.512.022;726.700.585;6;567;0
1388907;1;4.637.119.343;6.297.058.769;7.653.922.217;6;553;0
7661016;1;4.251.720.703;7.932.409.956;81.648.411;5;519;0
5685820;0;418.283.156;8.721.729.641;8.721.729.641;7;641;0
3766104;2;4.038.730.317;9.726.843.194;750.064.018;4;653;0
1337802;1;3.247.818.407;6.365.525.079;6.799.647.112;7;779;0
5127920;1;8.658.418.769;1.148.236.366;9.983.172.365;4;639;0
8408425;5;4.073.327.314;2.356.486.026;8.310.519.554;5;606;1
3195288;2;4.816.915.465;9.622.359.997;6.903.578.214;6;550;0
7117033;1;4.972.325.117;8.519.598.841;8.173.837.416;6;602;0
6392390;4;3.467.220.432;1.300.413.488;5.132.014.669;3;519;1
2863934;0;4.464.010.107;6.120.320.077;7.725.647.985;4;655;0
3127598;0;3.503.186.092;6.513.612.768;5.758.961.937;5;700;0
3757307;1;2.775.277.157;6.330.677.669;5.778.308.435;6;643;0
3694115;0;7.723.840.414;5.750.590.025;1.224.028.411;5;596;0
8526972;0;2.918.938.547;2.964.509.467;5.244.767.524;6;653;0
1332187;3;3.041.911.856;1.119.367.014;5.565.102.151;4;639;0
6042477;2;458.194.096;9.593.057.313;784.751.998;7;627;0
4210116;1;4.264.586.816;5.945.091.852;5.973.031.302;5;769;0
2785984;0;7.056.071.788;1.143.964.629;1.143.964.629;2;571;0
1230483;1;369.115.245;5.321.153.174;5.924.544.499;5;578;0
5971179;0;542.869.439;7.067.721.195;8.955.820.752;3;616;0
3657214;1;4.896.373.109;1.024.752.713;7.593.281.257;5;737;0
7560770;0;2.461.053.497;3.539.415.101;6.492.598.291;4;598;0
6373505;5;4.677.168.299;1.786.704.835;6.207.426.083;3;608;1
4155731;1;3.792.917.492;8.012.516.091;8.187.868.294;5;633;0
2028487;0;2.975.849.922;1.714.109.375;514.451.941;4;626;0
3955145;0;235.144.653;3.676.544.576;3.515.415.279;3;620;0
1226777;0;3.753.984.166;5.483.691.355;595.169.924;3;652;0
3351236;4;3.261.200.257;1.231.182.681;4.763.183.815;3;648;1
8251307;0;399.464.583;4.038.230.709;852.370.939;4;580;0
8460768;2;2.628.232.435;7.588.146.885;5.869.217.828;8;688;0
1711574;5;4.555.231.887;1.767.083.055;5.762.027.517;4;612;1
5032597;1;4.060.010.156;7.123.780.019;7.310.282.827;5;719;0
4318088;1;6.973.235.119;1.075.999.241;1.047.841.996;6;607;0
4905231;0;2.581.964.055;3.706.554.792;4.510.734.014;6;667;0
6985201;1;3.108.387.062;3.777.293.035;4.443.890.326;5;646;0
7329579;2;4.719.600.096;1.232.370.769;8.572.372.001;3;590;0
5306465;5;70.273.671;3.540.658.482;1.060.808.378;5;693;1
8963154;0;466.137.225;2.652.237.011;8.692.907.095;5;627;0
7098917;0;6.233.429.979;6.255.382.544;9.553.890.193;5;723;0
6947760;1;3.451.976.421;7.687.132.584;6.604.763.444;5;683;0
2341219;0;4.359.057.097;4.219.333.718;5.674.503.143;3;631;0
1721620;1;1.996.958.999;3.240.303.881;3.109.713.863;5;744;0
5330334;0;4.472.421.556;7.964.072.212;8.511.431.775;4;590;0
5430541;0;6.116.701.564;7.391.343.319;9.686.994.269;2;613;0
8398238;0;3.741.759.452;7.328.478.584;7.328.478.584;1;714;0
7567471;0;1.503.473.477;1.458.202.001;315.444.617;6;639;0
8924614;1;4.319.057.708;9.406.576.561;808.609.927;5;678;0
2475093;1;3.437.607.043;5.264.367.195;5.668.244.388;6;649;0
5923724;1;6.526.726.513;1.386.996.364;102.937.705;2;720;0
7305354;1;1.688.133.221;3.212.640.258;3.670.268.184;6;715;0
7479857;0;6.156.019.979;5.950.934.804;8.388.990.505;5;671;0
3946077;3;3.694.924.238;1.230.149.666;6.617.770.455;5;668;0
7292848;1;3.819.119.581;513.920.902;6.742.131.276;5;679;0
3530201;0;4.305.334.582;2.194.545.639;6.765.513.981;5;669;0
3905908;0;2.695.857.017;1.616.949.298;4.625.061.802;1;633;0
2205992;0;4.113.814.455;3.012.111.345;68973.21;3;602;0
7848203;1;5.799.092.346;7.776.739.268;9.071.561.717;5;676;0
5602020;0;5.352.187.998;5.721.264.635;9.294.448.197;6;637;0
4434713;2;3.850.436.929;7.921.124.601;5.823.597.691;7;622;0
6047536;1;4.818.341.055;8.155.135.738;6.894.517.436;6;695;0
1503927;0;2.496.462.503;3.153.332.381;524.500.429;5;742;0
3572108;5;6.813.884.465;2.756.967.763;1.094.688.463;3;546;1
4123985;0;5.807.443.014;8.582.054.267;9.132.777.225;2;650;0
1266173;5;2.164.114.355;1.095.360.129;4.112.992.553;3;642;1
3086558;0;716.290.808;5.863.453.412;1.015.372.088;3;579;0
7819041;5;3.485.411.903;1.559.345.358;4.348.905.051;3;603;1
8354131;2;249.908.233;7.428.246.291;4.479.563.165;5;709;0
5240415;1;3.037.649.217;48.863.304;5.135.290.555;6;656;0
2145295;2;4.743.408.996;1.191.389.322;7.732.868.794;5;721;0
7298853;1;5.450.825.245;8.739.302.902;8.351.093.186;5;640;0
6886191;0;3.522.326.485;4.590.507.613;7.441.688.645;5;512;0
4585230;0;4.860.529.853;4.246.570.068;688.399.802;6;701;0
6125803;3;5.100.626.366;1.417.597.457;8.630.532.285;5;655;0
4335137;1;2.306.491.431;3.870.296.318;3.951.526.382;6;497;0
7699881;0;3.096.747.491;446.358.443;6.014.258.455;4;660;0
4149792;0;5.049.829.328;189.691.849;7.870.222.228;4;645;0
6074850;0;3.386.333.505;158.008.577;5.220.962.638;5;634;0
5766724;2;404.880.669;1.062.460.275;6.656.199.927;3;638;0
2264525;3;4.414.436.142;1.558.547.051;9.086.278.651;6;562;0
2645768;5;2.507.223.732;1.048.527.556;3.991.437.282;5;670;1
4437129;2;6.201.709.225;1.414.316.725;1.109.867.873;9;695;0
5062502;1;4.316.403.162;9.830.076.529;7.675.455.177;4;640;0
4641440;1;6.032.263.888;7.496.435.651;7.814.774.995;6;637;0
7733250;0;491.647.714;2.941.395.354;6.921.631.371;2;581;0
8616767;1;2.673.978.456;5.316.834.081;5.475.941.418;7;653;0
1432999;4;6.106.171.911;2.027.479.959;8.572.571.008;2;490;1
3857969;5;6.091.578.359;2.218.751.491;8.870.023.281;3;552;1
6369236;0;500.413.825;7.362.970.783;7.433.366.302;2;699;0
8618666;0;2.791.555.095;6.093.441.428;7.766.995.978;5;600;0
7119898;0;2.756.764.848;1.410.308.236;4.536.328.203;3;619;0
6380193;2;2.680.817.622;5.915.364.626;4.172.994.451;6;574;0
8517987;0;2.289.989.407;4.161.991.293;8.372.123.153;7;785;0
7507756;2;243.088.817;8.071.653.655;5.258.755.152;5;678;0
7265245;5;4.084.822.615;214.921.114;686.570.797;4;636;1
8583669;0;3.559.921.608;2.190.095.058;7.457.514.333;5;670;0
1775853;0;2.117.057.888;1.589.029.333;3.946.533.051;6;562;0
7782808;0;4.442.656.464;2.618.210.395;6.240.146.071;4;649;0
1241265;5;3.350.307.382;1.433.004.352;4.477.371.068;5;611;1
4841354;4;4.009.297.101;1.371.612.702;6.526.233.769;5;635;1
8812316;0;5.346.902.455;8.786.008.942;8.786.008.942;7;686;0
6608643;0;439.776.864;6.263.018.017;7.338.439.198;3;617;0
4448037;1;2.117.037.916;5.145.084.973;464.032.276;6;643;0
8285297;4;470.966.095;1.928.712.378;7.398.397.033;1;456;1
2342380;0;1.194.902.632;2.713.018.386;2.149.307.218;4;670;0
6402080;0;4.777.656.316;5.669.500.816;6.290.415.265;3;632;0
2137040;3;3.354.216.381;9.945.600.446;4.893.336.646;5;621;0
4810667;1;4.174.606.896;8.662.346.985;8.824.573.938;5;697;0
4871087;2;5.872.348.053;1.064.132.316;8.816.480.104;5;704;0
5419880;5;3.906.087.215;2.387.861.148;7.513.135.794;4;638;1
1568398;0;3.439.604.704;222.911.813;5.753.946.355;6;622;0
6786208;0;3.827.593.112;6.009.241.314;6.991.010.692;3;522;0
8017046;0;3.602.430.278;232.867.013;5.444.750.246;3;576;0
3577138;0;2.471.938.533;4.648.702.205;6.853.019.368;4;618;0
2071899;1;2.828.334.802;6.989.835.808;6.151.161.741;4;630;0
7471902;5;421.735.898;2.071.361.568;7.613.995.873;4;548;1
1916547;1;2.660.891.284;6.078.203.383;4.754.956.447;5;780;0
3878562;0;2.513.323.596;1.038.854.293;5.503.993.764;6;656;0
6137117;2;2.924.830.089;8.032.042.726;6.645.267.857;8;698;0
1592786;5;2.926.975.127;2.651.920.017;8.687.569.076;4;615;1
8240436;1;3.573.523.888;7.901.257.059;7.524.025.308;6;597;0
5136736;5;2.510.481.566;1.404.238.812;5.416.114.419;5;642;1
7776211;2;5.241.268.473;1.389.547.399;88.645.911;2;611;0
5174271;3;2.802.558.648;7.507.859.367;4.572.559.982;5;598;0
5064339;2;5.338.878.659;130.889.309;9.081.032.686;6;672;0
5477068;0;3.263.889.993;641.734.571;641.734.571;5;663;0
8847930;1;2.962.983.993;4.943.032.031;5.709.030.674;6;515;0
7624177;0;3.446.703.918;4.082.974.682;7.270.771.016;5;694;0
7121979;0;4.936.694.239;567.209.616;7.740.136.105;3;668;0
1338956;0;3.820.609.955;7.523.239.399;5.998.522.641;4;772;0
8696685;0;4.023.916.594;2.864.343.398;5.587.319.576;3;621;0
3770824;0;5.029.034.301;1.421.443.266;7.401.866.464;8;737;0
3699767;5;6.188.589.259;2.225.562.825;8.204.226.932;3;563;1
3674550;1;3.914.271.191;7.395.104.251;6.451.353.221;5;701;0
7904198;3;4.710.804.621;1.735.137.763;858.741.759;6;666;0
3659214;0;2.507.346.404;3.790.860.748;7.363.623.866;5;621;0
5930012;3;2.602.087.754;1.118.838.544;5.731.421.188;4;647;0
1839716;1;2.744.020.339;5.467.867.731;5.134.270.254;6;729;0
4376993;4;6.795.734.395;2.136.564.864;107.984.377;6;606;1
2420321;5;17.681.779;1.196.593.254;3.896.686.018;4;600;1
6401618;2;4.176.561.899;8.847.074.497;7.919.687.186;8;645;0
2107629;1;3.470.410.103;5.578.411.834;5.770.341.358;5;671;0
3570277;0;3.981.823.688;4.790.317.178;5.522.975.296;2;523;0
6681425;2;6.860.550.442;1.837.327.574;1.130.089.413;3;567;0
1703366;0;3.958.160.577;6.160.311.459;6.160.311.459;6;635;0
7498382;1;3.003.236.462;3.250.225.966;4.649.987.385;6;709;0
4114198;2;3.325.387.944;9.058.772.399;5.941.426.965;5;613;0
2502482;1;3.162.408.779;6.857.315.334;5.417.841.066;6;665;0
1414554;1;269.864.768;5.586.481.672;7.187.081.697;7;591;0
5035390;1;2.228.049.334;2.989.123.088;3.130.967.317;5;701;0
1604134;5;3.683.468.893;1.576.294.873;5.286.604.111;2;562;1
7638660;0;2.022.298.526;2.050.954.718;3.851.810.083;4;659;0
3642445;2;5.616.069.979;1.565.192.741;9.256.301.135;2;586;0
4833016;1;531.667.975;849.467.323;7.857.794.145;6;608;0
4140179;5;3.449.465.266;1.287.292.069;507.690.652;5;662;1
1517691;1;6.967.672.928;1.357.718.673;1.096.810.207;5;677;0
6253146;0;3.128.878.024;5.428.582.352;5.428.582.352;4;709;0
7291343;0;4.557.023.144;407.551.152;5.948.544.882;5;572;0
7850466;0;6.371.209.571;4.505.509.289;1.059.299.224;4;671;0
5688032;0;5.766.310.718;9.517.063.373;9.185.868.173;4;518;0
6674682;0;4.626.150.038;4.229.184.021;6.127.736.227;3;750;0
8457530;1;4.325.389.383;1.268.024.359;1.066.128.499;5;672;0
7634803;1;4.214.680.971;747.492.907;7.635.940.498;6;599;0
3848004;0;773.396.216;4.840.913.358;1.118.266.771;2;639;0
4841252;1;5.217.512.608;7.536.433.399;9.338.534.623;7;706;0
6753657;1;3.963.816.545;3.988.798.833;5.136.903.235;7;689;0
2462100;0;3.551.327.207;1.583.865.285;5.094.056.464;4;646;0
2619546;0;4.110.193.577;2.878.810.496;6.274.067.121;4;701;0
1467435;2;3.234.606.878;1.064.838.421;7.027.240.512;6;639;0
8302173;1;1.790.120.023;349.641.704;3.320.597.845;4;575;0
5636984;0;4.117.447.113;4.849.519.196;653.467.355;6;730;0
3334566;1;3.410.404.225;3.895.190.931;488.774.902;5;678;0
6024032;0;5.222.307.833;6.715.851.375;6.625.811.462;1;577;0
3614502;1;4.624.686.598;6.784.572.318;7.256.604.742;5;704;0
2240824;0;3.520.759.643;3.890.460.963;5.259.485.595;4;554;0
1665489;5;4.298.327.026;1.976.978.712;7.385.368.499;6;529;1
3027718;0;4.142.025.816;448.223.199;7.896.824.015;5;689;0
1554305;2;4.455.740.226;1.048.170.194;6.490.028.976;5;724;0
3574818;0;46.925.687;7.722.522.878;7.722.522.878;6;677;0
3435129;0;5.828.640.562;1.018.086.163;1.018.086.163;2;625;0
7684658;2;5.030.062.163;1.216.953.125;7.659.967.271;5;687;0
5596899;1;539.455.459;8.647.071.771;9.532.743.691;7;751;0
2286199;2;2.277.194.668;5.922.869.288;4.592.148.121;4;607;0
2125587;0;62.750.358;5.092.668.466;8.441.439.195;6;725;0
4547322;0;4.927.697.673;4.667.493.831;6.572.688.149;4;593;0
8618186;0;4.629.157.845;3.494.303.512;8.890.515.307;5;558;0
4608407;5;4.766.802.803;1.859.793.514;6.683.080.403;3;531;1
3276898;1;3.688.940.361;9.267.791.253;7.662.967.873;5;677;0
3357507;5;5.444.327.706;2.045.978.577;759.973.575;2;552;1
6394173;4;5.175.733.086;1.860.168.134;8.669.089.062;3;467;1
3441334;0;4.083.172.444;5.080.310.638;7.369.304.741;2;604;0
8535268;1;3.236.909.111;535.088.583;5.421.816.717;4;633;0
7968386;4;4.861.419.998;1.643.565.864;6.889.874.577;2;583;1
7091995;1;1.573.525.882;3.538.590.046;3.317.744.478;5;627;0
6660539;0;4.955.930.702;8.081.920.554;7.643.321.598;2;536;0
5162309;0;3.590.587.922;1.276.096.715;636.953.664;5;674;0
7901186;0;3.541.875.861;358.649.501;5.686.148.947;7;722;0
1411552;1;581.837.025;9.387.750.025;9.493.176.498;6;616;0
8248488;1;5.380.598.475;7.063.290.604;8.615.116.926;6;704;0
4213654;2;3.831.365.239;1.050.566.839;6.978.098.694;3;523;0
6533715;5;3.697.064.738;1.949.500.799;6.239.116.654;6;667;1
7783054;0;460.252.809;5.859.473.168;5.791.532.567;3;745;0
4442454;0;4.700.939.886;7.893.080.577;94.932.808;3;589;0
7983630;5;5.621.368.193;2.438.417.503;8.952.000.563;4;594;1
8638506;5;2.645.887.719;1.271.015.479;4.972.882.694;5;636;1
4993190;5;2.862.908.717;1.310.655.565;4.758.386.889;3;587;1
1310749;0;2.141.465.706;3.321.159.227;4.736.956.468;6;677;0
6289577;1;5.753.505.044;5.927.884.647;9.468.531.738;7;602;0
2870991;0;2.724.062.425;1.684.525.057;6.115.399.547;4;650;0
3488389;0;2.079.931.492;477.884.845;477.884.845;4;680;0
3846245;0;2.723.967.918;2.130.574.519;4.540.868.371;4;629;0
6554267;1;385.006.869;4.111.974.283;6.571.243.585;7;681;0
7254869;1;6.662.911.137;1.212.666.736;9.398.619.393;5;682;0
7255743;1;3.949.337.199;7.988.454.324;8.614.660.422;6;636;0
4191314;0;5.604.802.493;4.269.984.491;8.380.415.197;4;574;0
6907254;2;3.613.289.694;9.849.729.485;6.813.287.317;5;568;0
4770190;5;4.295.700.541;2.754.393.196;9.230.654.181;4;574;1
7000465;1;43.620.027;84.976.789;8.416.589.708;6;653;0
7956179;1;5.276.047.984;1.001.551.313;820.852.569;6;645;0
3429061;0;2.600.071.539;2.380.619.153;6.324.352.163;8;638;0
3238273;0;4.442.419.661;8.492.696.082;9.440.280.004;4;639;0
8428248;5;5.160.425.865;2.226.263.462;7.805.411.383;4;582;1
5995533;0;4.199.066.259;5.231.934.056;7.179.948.451;4;722;0
4620591;1;7.278.033.078;9.678.868.342;1.025.608.242;4;718;0
8945493;3;5.154.715.069;1.752.426.925;9.235.463.755;5;631;0
3908860;4;5.712.890.598;2.024.717.526;7.756.326.048;3;605;1
1443848;0;7.839.876.417;1.000.964.454;9.360.695.689;4;616;0
6383366;1;3.833.226.165;5.630.067.583;6.854.956.654;5;607;0
5835575;0;2.600.494.498;2.304.754.331;5.178.719.823;6;790;0
5111483;5;46.039.844;2.469.786.759;8.507.628.614;5;573;1
2335501;5;8.048.848.585;4.197.836.884;1.165.841.308;5;513;1
4824778;0;4.598.107.527;4.703.260.192;7.661.816.172;6;591;0
1867035;0;3.512.063.599;4.819.361.532;5.675.176.447;5;531;0
3612193;1;2.181.152.358;3.951.552.805;4.077.623.472;5;638;0
8597370;5;5.143.811.559;221.919.761;7.735.378.186;3;637;1
3245721;5;3.982.122.212;1.539.437.788;5.098.787.243;5;527;1
2200524;0;2.682.167.425;2.520.813.306;4.767.457.114;3;527;0
1781174;2;4.546.278.602;7.651.576.928;6.961.287.459;9;759;0
6914871;1;3.087.938.007;6.572.612.589;6.822.592.163;7;609;0
5009650;0;2.587.675.297;2.842.843.402;5.021.601.953;5;651;0
5565965;0;3.598.003.891;1.641.052.144;5.626.753.514;5;583;0
3639139;2;4.422.131.248;1.074.141.363;1.006.787.945;8;570;0
