credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default
1,2725307266,5047941898,4730793096,4,729,0
0,4098765063,4634080257,7197378468,4,644,0
0,3960165637,6198250672,607211251,2,698,0
3,5881488571,1507199012,7572362745,4,690,0
3,4590852814,1462439601,7842467328,3,512,1
1,2060105481,3162686149,3625596166,5,585,0
0,2720083295,4641010802,7401457378,5,603,0
0,4966541412,5912835759,7761328769,3,636,0
0,4977405183,5734194244,8018786105,3,583,0
0,4818129443,1198314417,6968362098,6,682,0
5,2982587207,1455248194,4201158513,4,643,1
5,6774331885,2877841852,1044609161,3,619,1
0,4366113323,376502607,6287137032,3,556,0
0,5459222452,9586124895,9586124895,1,704,0
1,2653518558,5909924698,6535052041,8,680,0
0,2805670759,1654650582,4290260256,4,618,0
5,6402106191,2607475826,913014002,3,576,1
0,4315864447,4488302453,591588195,3,619,0
0,3174014596,8566910812,6707883806,5,676,0
0,2791443083,2491841406,3660092555,5,720,0
1,4631452768,778370838,9710008256,6,633,0
0,3568769822,5587352361,6334025173,4,709,0
2,3963547748,1104567152,9802348313,7,707,0
4,5790801436,2152242637,9573975593,3,518,1
1,360637599,5177226607,5234581827,5,662,0
0,5595641491,6345356809,7906233122,5,720,0
1,3831904861,5653217775,6666583384,5,704,0
1,4526932193,7790804597,6837429606,5,642,0
0,8067162059,941801032,1094148374,5,650,0
1,5065825677,6371950247,7988424017,6,641,0
5,3741237779,1853316435,6390524476,4,557,1
1,282380472,7385097761,6584866372,5,525,0
1,5150252929,1260240773,1014692857,6,612,0
5,7853785833,3387883486,1116423591,3,577,1
0,3461175177,2507834308,618384366,5,641,0
5,3881188391,1261685768,439448909,3,765,1
3,3598647544,1163153833,5715573568,5,637,0
2,3765904981,9724065584,6038057015,3,636,0
2,2154999257,3926656874,3512816329,5,664,0
3,2085445688,1047648381,5959866131,8,694,0
3,2409484009,7516150467,4367675176,5,580,0
0,4833684299,5024954096,6987116016,2,609,0
0,3349438036,4395227963,5539892745,4,622,0
0,2214404575,2382852103,3204208554,3,623,0
1,9201662647,149610116,1276402688,2,555,0
3,5543108759,1774162727,8919889849,5,624,0
5,5644018871,2446010612,7641951846,3,645,1
2,4517910858,1241877352,7923771161,4,649,0
0,5355264587,9645437711,9117135806,5,680,0
5,5995952344,2890828139,9503364057,3,619,1
0,3161895602,3213463607,516381963,4,519,0
0,1119491083,1509611963,3795639525,7,704,0
5,2048664961,1262752167,4292119788,3,548,1
0,6676215187,9865764556,1068007308,5,687,0
1,6118859453,8327397617,9126162177,6,686,0
0,1415543848,1704384881,2860316172,2,629,0
4,2941607165,1762173983,8342053692,6,620,1
1,5056251809,7300368723,7477793847,6,641,0
1,3211979954,3744535676,5977537669,6,668,0
1,1429636869,2084678804,2153687606,6,598,0
1,3444519179,5743746735,5563601429,4,651,0
0,2828389423,4957489492,5997449754,2,605,0
1,335119059,5423102904,5221389093,5,670,0
0,5139410079,6643962991,6899067163,3,706,0
4,4467987174,226821544,8130010323,1,619,1
1,4632844453,8117976727,7439199303,4,493,0
0,407507282,3459427428,6342782618,4,648,0
3,6376349348,1884549642,9482391138,3,704,0
1,5317395322,8874134931,7710963632,5,659,0
5,6540392701,2336712711,80466548,2,695,1
3,6024665132,2101675033,101983693,4,530,1
2,6990953982,1244660683,7566005054,1,717,0
1,3327801345,8548855657,807722534,6,672,0
1,3676141354,6194577634,7745117932,5,578,0
1,7122072827,6647439077,8744347419,5,630,0
2,5722344215,1020636194,7722691414,5,677,0
2,4937457553,1076276624,1050781693,10,630,0
1,3039672139,6181006259,5481407892,6,624,0
1,3789569964,7755375374,7183717182,2,734,0
0,5274518554,9361143076,9361143076,6,625,0
4,5410549713,1534069016,6570490714,2,567,1
0,2641401611,3331309203,6903272665,5,597,0
0,4707093339,587613626,6568857267,3,705,0
0,4523943932,811458256,811458256,5,779,0
0,5575425399,5675077909,8066553314,4,740,0
0,3807987647,512407778,6998935983,4,749,0
3,618037994,1806558138,9901810308,6,533,0
1,415231042,8631691612,8050458323,5,627,0
0,3299750608,3459322702,7946839225,9,825,0
1,4253071815,7010543245,7747622921,4,579,0
3,2097389207,7962110886,4204976102,4,612,0
5,4992307979,2032019944,6779773406,4,494,1
0,3753758562,2376897914,7077134741,5,682,0
1,4528393585,8666414234,5426549454,0,571,0
0,2598616517,382222882,5900958282,5,660,0
1,2787058486,8322009368,8720257557,6,651,0
1,4397595918,1250827516,9913705552,6,720,0
5,3583057273,1976616806,6947430661,3,551,1
0,3668268103,2637097785,599637932,5,604,0
0,3041805355,3108723726,6136366413,6,669,0
0,4444295181,7597951892,8171124109,4,659,0
0,5756328504,2754338344,7482169957,1,695,0
2,4162703338,1218519344,9352018342,9,610,0
3,3716653994,1445785976,8658487504,10,806,0
0,5230784397,3358662667,7237399867,3,656,0
0,4397856242,7068303608,8486599745,6,613,0
1,2812332048,7296001096,6069216528,7,648,0
1,3863387108,9501898864,8412271481,7,586,0
1,4907945093,1101827158,957678639,6,784,0
5,5172133908,2340357092,8126223644,3,572,1
1,2829371919,4636656344,4186771494,6,749,0
0,2848174091,2892169363,5700034059,4,576,0
0,6224151311,4869897268,8743851203,6,679,0
0,2583756268,3245985466,5455218465,4,610,0
2,3415795059,7661045308,6002891929,3,688,0
2,6313004226,1580004503,9665413455,5,596,0
4,3662204629,1373137296,7064576715,4,583,1
1,2319709107,9060300386,7053605508,7,732,0
0,3885950143,2542927089,5913377189,5,611,0
1,365506203,5794414124,5344062312,5,644,0
5,425276052,2124817432,7739740207,4,723,1
0,3907671336,5195340373,6469236524,5,550,0
1,6840862283,1305101388,1131933421,6,559,0
0,3524305416,8575193836,825841972,3,572,0
0,2902982454,3790897757,5073006324,1,612,0
0,3780248996,5000645357,5924856349,5,746,0
1,3765401103,4957881226,5784303246,7,808,0
5,7954948532,3011468601,9801468016,3,497,1
0,468239348,7419597888,8878561388,4,636,0
1,6200241069,7963520934,754393179,5,638,0
0,2332452776,335087299,5050395195,5,637,0
0,5872191579,2781717661,7775581099,1,653,0
0,3512384027,2949518356,4611548966,4,648,0
0,3268934253,2891026727,5309961189,5,617,0
1,5085903015,121323263,8826013106,6,678,0
0,4872316,4993313916,7084569362,4,636,0
0,475556901,2770136966,5564351967,2,611,0
3,6203489832,181247868,8955301971,3,606,1
5,5881383143,1883049694,7551967058,3,601,1
4,4604794675,1644975124,7000274967,6,692,1
4,3743193167,1944413833,8794317233,6,667,1
0,3942222174,707408064,7785677419,3,658,0
4,4999358947,1695882353,8117099397,7,687,0
1,6247360108,8031636756,920702867,5,687,0
2,3855194366,1042207717,6012313461,3,535,0
1,4626574345,884565552,6767837869,5,723,0
1,4385713684,3478137979,6910592298,6,668,0
1,5352270971,7976548281,8671758021,5,594,0
0,6899285402,9493028689,9493028689,2,595,0
0,2788999997,2878331597,4799727013,6,657,0
4,3618582157,1472273761,5509310662,1,548,1
0,6177823276,5624336904,8962007369,3,618,0
1,417045217,8068244799,7732358137,5,629,0
0,3074933179,3261450941,5004423964,3,689,0
1,5844348531,9013353139,7955518443,5,556,0
1,2915395583,5759382302,4793095883,4,652,0
5,4403488239,1875700865,6309962173,4,603,1
4,7041149918,1996030888,874774783,3,530,1
5,454075953,2105142091,6532450832,4,588,1
0,5089931802,7891153731,7891153731,5,648,0
0,2884876786,2680802536,4118556797,4,581,0
5,5988430765,2201118823,9393239305,7,656,1
1,5571101779,1252596874,7876099755,0,567,0
0,4874538445,4224239854,8158058945,5,629,0
3,5056645761,1367354941,7267237175,3,608,1
1,4648735009,9271869864,8761733503,6,684,0
0,2906813215,2254295783,6325163547,5,561,0
1,2387185614,4548608752,5864794867,5,535,0
0,2978243633,425157918,425157918,3,576,0
0,2557812557,3258314519,4954863701,5,532,0
0,8382752952,1103802138,1103802138,7,666,0
1,3716383284,5261947295,7053636938,6,637,0
2,35160093,8990592726,5789359636,6,664,0
0,4896886686,6549157162,7691844158,4,653,0
5,267215161,1568065906,4603506921,4,684,1
0,3723272091,3906734629,7816424555,5,572,0
0,6535205764,260336006,1017857617,3,589,0
1,407992201,5330787145,6356823385,6,659,0
3,2991052232,7204434007,5187133085,7,707,0
1,4781175403,1036906893,9727595519,6,711,0
3,3933812609,1170570203,6555782858,4,560,0
1,6676954767,8537371564,8617446842,5,709,0
0,7806906018,1466226705,1445273706,3,670,0
1,3648185811,5808533241,6004406252,7,660,0
2,4281751447,1330412675,8175187963,5,682,0
1,1172733329,1552614183,1698031489,5,722,0
1,29447289,6870184814,7006479402,5,620,0
1,3005452644,6156158512,5223904198,5,710,0
2,4406909684,1250576312,9876942063,8,653,0
5,524303168,2742285414,8518317609,4,586,1
0,346585556,38998231,4958492296,4,586,0
1,37851446,9178277329,7137633883,6,684,0
5,3343699605,1863397338,5578201161,3,481,1
5,351558493,1816354369,6463268725,4,567,1
5,7243712096,3474242599,129210446,4,631,1
4,3236887093,1709801288,8318240021,7,588,0
1,3143155646,4389173289,5766437675,6,744,0
2,4309525189,1253408553,8294577789,5,669,0
2,4231430211,1057068824,9534038383,8,723,0
0,4545966006,623340074,8767110616,5,665,0
3,4428472736,1678703602,8293842678,5,676,0
0,4437674652,3868291194,648364638,6,601,0
0,2920817779,3085051682,4235567168,3,626,0
0,305136722,352566674,5520273863,3,758,0
0,3922864307,3557880276,7784810149,5,652,0
0,7192762976,4879507325,1181936534,5,734,0
0,3983685282,1079934403,7424366802,5,611,0
0,343298682,618276597,7271114137,6,661,0
0,53508299,3218713155,7472731215,3,733,0
1,3881444996,8416964555,7586827458,6,690,0
1,426539996,6070146008,7050176332,6,504,0
4,6068804403,1782005449,8736444931,4,629,1
3,6841201842,240985487,116926859,6,682,0
2,4114372655,1004529697,6770923628,6,727,0
2,4402456355,1243880583,7484540446,3,530,0
0,3946302296,3466679611,8953844859,6,677,0
0,1594455731,3647228034,3647228034,6,634,0
0,247272656,2935391201,4967808507,5,625,0
3,5156361672,1549847863,7540773085,5,708,0
1,2562956613,3821601822,4445810104,5,650,0
1,6697997787,1254305865,1132310233,5,705,0
0,435374364,5250835201,570299598,4,666,0
0,3934146792,4753884367,5951180417,4,758,0
2,2013861796,5942764613,4101819656,4,636,0
0,2108723112,1926543763,3196007758,3,677,0
0,3222191514,4659200657,4664898835,3,623,0
1,2924503625,6183727482,6972325218,6,822,0
0,457958965,6274994383,9118419948,5,647,0
0,4828987972,8910606297,6146015906,5,645,0
0,3144616584,3015795374,5274515921,5,683,0
1,2627397522,5167854241,5757596904,6,633,0
2,4219389747,1720456977,9856548823,5,641,0
5,5697361627,203310456,7258737929,4,584,1
1,3334885779,6295633801,6445531326,4,752,0
1,3678203431,6702973344,6575468257,5,693,0
0,4482368229,9915745149,7435877619,4,613,0
0,5581750439,6880874602,7652229361,3,642,0
4,5229536411,2126272866,1071963664,7,653,0
2,4121218658,1202603803,7509450087,5,610,0
0,7069253975,5656481881,9661046264,8,753,0
1,3968655617,7477204963,6612323004,6,700,0
0,4629537269,4345803042,8224005517,3,569,0
4,1915440647,7469994356,3182535189,3,569,1
0,2551133971,2980192166,6208270544,8,511,0
3,3186054323,1092087553,5529382335,3,635,1
5,5085925813,1823940096,6856856917,4,536,1
0,1007991232,1431455641,2267680551,5,576,0
5,3520257301,1272051525,4722153556,3,652,1
1,3434855645,7029249846,6628784885,6,680,0
0,3977475641,2348296383,7946457928,3,692,0
0,3938984404,7691970899,8394214395,4,708,0
2,4255283743,1072572412,7168928943,6,658,0
0,5464908372,8112191781,8221252467,2,712,0
2,3750915259,1257162925,8738874918,8,675,0
5,3230180722,1643459455,5860539525,4,670,1
5,366882614,2026417601,7508747745,4,694,1
0,4648934077,2140823373,761015259,4,525,0
1,4619958218,8689778603,7937183944,7,695,0
1,5418596455,8192573245,8141543721,5,609,0
3,2680948747,8579098372,471225526,5,629,0
1,4056431104,4883645915,5717529058,5,621,0
0,7470022096,690198925,8846389193,3,723,0
0,4492986309,761724916,761724916,4,588,0
5,5741478961,2093838431,7288241397,3,527,1
0,695706438,1068159155,9601165399,2,584,0
0,4393638184,3972124819,8691142988,4,617,0
0,4132938206,4239131065,5813842936,5,608,0
5,2486360579,1449604863,4552529834,4,675,1
2,5106645086,1123325979,8382557079,5,688,0
0,3939469863,302203728,598352298,3,625,0
1,6561147125,1199791762,1099676148,5,686,0
2,3818790657,1067282587,7731663523,8,655,0
0,2120351416,2991702083,5204978159,4,645,0
0,6790435837,303484582,9992062036,3,649,0
0,2880495196,5042676002,3736746896,5,662,0
4,4323117154,157185536,7346107992,4,618,1
1,3235557353,4888833628,6393172592,7,581,0
0,4064552861,3960553618,653484623,4,589,0
0,3388169473,4911623596,5715599321,4,651,0
0,3238820961,6348398376,7129433384,4,611,0
3,6579413057,1830242126,8666932695,2,545,1
3,4457427041,1782097975,887506181,2,661,1
0,2616551901,3281215254,5157438583,4,706,0
0,3344363477,3906275981,6684318628,2,639,0
0,3964025666,4886434291,5572244905,3,617,0
5,3939520081,2257564117,7174354704,3,626,1
0,3430310963,2344187674,5387579676,6,602,0
5,4053487786,2307509473,7158391975,2,622,1
0,4344728876,3821033073,9009829785,6,697,0
0,3372558491,3271660352,479423537,5,645,0
5,6834506943,3789941251,1175849484,3,571,1
4,2118993931,124887953,6486883433,6,618,0
0,6305666659,8717184081,8717184081,5,628,0
2,4990433855,1255630624,8583959935,7,731,0
1,3334779632,8878432801,642103837,6,690,0
2,4721824609,9918910981,7365373582,7,769,0
2,3911639543,1002561988,7341423934,6,726,0
0,1679811023,1986671346,2626206282,4,613,0
1,180301454,4174997087,4421522945,8,587,0
0,3146225244,5737193765,7206860639,4,755,0
2,4073912271,1165140806,7972843354,5,548,0
0,2100918796,2910860072,3476697149,5,639,0
0,2929855063,2017861867,4632711251,2,581,0
2,4656944711,1339295046,1036385684,8,653,0
1,3182401582,6580894865,5468544006,6,700,0
3,4135569882,1228774337,6921693045,4,612,0
4,4939841776,1617514532,6840612972,5,549,1
0,5869266686,406295886,6941172708,5,623,0
2,5695119747,1533056766,9034336664,5,661,0
0,4190015732,4996547499,6516389977,3,600,0
3,3844732918,1392661071,7177852802,5,514,0
4,4913033478,1856579228,7016353787,3,649,1
0,4022797327,4934459327,7357696259,4,582,0
0,3350269378,3518257308,6063975573,5,660,0
5,6525318714,3038493581,1005847226,3,521,1
1,2105339159,3550192611,4976989055,7,680,0
3,6104353215,2378677261,1113380614,3,703,1
1,3987925743,4632974195,5511062916,4,678,0
4,4601019355,2574331305,9460164508,2,488,1
5,5278929251,1937824719,6952683941,4,574,1
0,5718401262,496052798,8544227952,2,638,0
0,3966797141,6653869086,7624584165,4,588,0
3,7376074016,1778565545,9627298187,4,683,0
0,5200875237,4303341708,8175433843,4,710,0
0,5153060233,5918264149,9020038729,4,718,0
5,3622209461,1697563408,590346574,3,638,1
5,2300644972,1462339598,5846801879,4,682,1
2,2457500729,6799566783,4792669485,6,779,0
5,7564529955,352281439,1259653333,5,456,1
1,546618106,9524567752,8217909703,5,659,0
1,2320984454,4643930329,4195964386,5,677,0
1,1986605137,4788314413,427195782,5,654,0
4,386586451,1264796853,6340650861,6,641,0
5,3082326356,1409493598,488162736,6,655,1
1,3322904384,5969510947,6268544823,6,690,0
1,2038021188,3755543013,3982317458,6,676,0
4,6210527299,1593482528,863976825,5,555,1
0,552249493,6875717842,6875717842,3,739,0
3,4283548483,1231646506,7020600582,5,546,0
2,5142780823,1056198747,6965811652,5,632,0
0,3270431523,4671202489,793387958,6,777,0
0,2260191097,5062586937,4524953323,3,670,0
5,5368254685,2379255773,7972506369,3,567,1
5,2566700046,1592099662,4601707653,3,616,1
2,44545364,8943157316,6097483054,6,569,0
3,3715518342,1107218692,5528020089,4,503,1
0,13987475,4305327412,4305327412,6,624,0
0,4171962712,3344481289,6011823785,4,680,0
1,2051985687,5439835831,4603747479,5,657,0
0,5323619258,4542948078,7167460789,3,566,0
0,467598479,2253701293,6854685185,5,631,0
0,3889681559,5881386712,8595001689,5,669,0
5,4527102974,264393957,8111029293,4,673,1
0,3265976564,2324927464,445966185,2,663,0
2,2459147764,1074862094,8588545974,8,638,0
2,2353567992,7400185717,5387878281,6,621,0
1,4017178017,6171457822,7618220817,5,785,0
1,2381394052,3659118283,4515573365,6,624,0
0,5487136572,5188159186,8202792174,4,656,0
0,4642159329,2902602685,763743007,4,704,0
1,4678531885,7105414885,8871800745,5,577,0
1,6998347448,1013267115,919605217,4,746,0
5,567223622,1919568882,6991366237,3,611,1
1,2002236901,3636857179,3972325255,5,597,0
4,3797102716,1250083846,6346750092,6,541,1
5,547324815,2309517962,7913158332,5,742,1
0,4142614535,3148955171,7995685666,3,614,0
0,3604988979,2695970818,7091146295,4,665,0
0,4000450698,1516950975,671278687,5,777,0
0,456396505,6008507098,6651285496,3,668,0
0,1937476978,1932708494,3625558547,6,671,0
0,4275903517,4470478604,6728915838,1,708,0
5,5203395571,1966398589,6820556969,4,535,1
0,4194500937,2386920035,6267710654,3,663,0
0,5374997686,4764689607,7376527862,3,659,0
5,4789405005,195769398,799432184,6,550,1
5,5472502637,240237827,8423237561,4,520,1
0,5069526235,2117194925,7514789813,5,638,0
0,3293659887,408307876,5685394305,6,585,0
0,3677033006,5594444367,7314634382,4,583,0
0,3041441958,8270614101,8270614101,4,624,0
1,6272041582,8462743803,9395874733,6,695,0
5,2055451343,1239346295,4376418912,3,629,1
5,4375456153,2469582361,8322862631,5,489,1
0,4978717921,3107041524,8049273563,3,594,0
5,3583880809,133776147,4885343577,3,662,1
4,3059035754,1192209942,4954875367,4,508,1
0,2785085843,4524676251,4524676251,5,596,0
0,6291117031,7050615043,1064768284,2,674,0
0,1345077214,2061544082,3772382786,5,717,0
1,2338158106,3296035083,3516345709,7,688,0
5,4920294651,1740681398,6605894542,3,628,1
0,4560136422,4226574041,6720875696,3,583,0
0,3528316729,4854218822,6473496689,4,631,0
3,6354560252,1816978308,8889778102,4,602,0
0,2912641519,4365588021,5112115553,3,598,0
0,3439259072,672423545,672423545,3,644,0
0,2127377864,2743856357,3465597987,5,629,0
3,2849103152,7646039656,390236999,5,516,0
3,3611269027,1654211576,9099981509,5,587,0
5,3372480806,1397151679,4727546759,3,672,1
1,3676384248,8947037291,8996568111,7,694,0
1,5205585664,1059367587,8995010972,6,690,0
0,4431493835,5052686356,6675381711,4,674,0
5,6754591206,2899792305,9562578432,4,492,1
0,2601433045,3733439672,4972558752,4,587,0
0,3852348081,5520921818,6642737782,4,712,0
0,1823186688,174563311,264117754,6,778,0
1,3647332506,6489218331,5258356463,6,665,0
4,348174648,1168993566,5079612896,4,653,1
3,4931739323,1168257466,7066367139,5,610,0
3,3383350377,1771075594,929578208,4,636,0
1,4840111335,7911490434,7611831059,5,648,0
3,4270016067,1027340053,5464749298,5,632,0
1,5218905681,9594019745,7440280237,4,682,0
1,3896932956,1062203547,8239355891,5,672,0
2,3580876045,1003891159,8277122009,8,639,0
0,3815707861,1103221727,7731086691,4,648,0
1,5125779783,1033834016,9013257816,5,662,0
5,3177883857,1683491049,5968352982,5,564,1
1,2047814827,4388332864,4198788794,4,638,0
2,4444405913,8731396625,63464825,6,598,0
0,3506317165,171790733,5776650188,5,629,0
0,4566084841,3815633014,8614045681,6,585,0
2,9286956303,1618408935,1086114259,3,614,0
0,2813765708,3306877805,3677516942,2,678,0
0,4334954893,5811398065,8934646132,2,656,0
5,5243569134,232674929,9074253357,3,620,1
1,4790906692,8077550015,7075432391,5,728,0
5,4010525435,1638138226,5509797351,2,514,1
3,5063781165,1477396364,8685509523,6,573,0
1,404995717,6324750938,6523888965,6,616,0
1,2831510946,5031553968,3623934319,5,735,0
1,3601884932,7699794629,8122186349,5,610,0
0,3022484717,4881208642,5677064201,3,582,0
4,3998490215,1247898549,5873607395,4,673,1
0,3631344336,4897449543,7718958267,4,578,0
0,4301123312,3450392293,7358675241,3,659,0
0,6423435079,7864456128,1042510905,4,630,0
5,5284785655,2235387446,7025236168,3,610,1
0,2851449157,6747712725,7010583831,2,664,0
0,1692915406,2347890256,3312951097,6,682,0
5,5850003509,2265024505,8554436723,5,645,1
0,3967343241,5885849042,6949408984,4,692,0
0,3833101486,4193028714,6364993292,4,560,0
0,3048431869,3011114118,4678273972,3,642,0
5,450104592,2784373152,9609638063,2,582,1
0,2046593513,1191960419,3238071323,4,620,0
1,4642663438,5625820268,74823641,5,641,0
0,3205146573,2689776281,460640051,3,601,0
4,5865085729,2354187875,8829987895,2,709,1
0,4712227049,3284046031,7560486244,5,651,0
5,3181787699,136384921,4796899146,4,588,1
1,5680042105,9376317135,7980572202,5,593,0
0,3299790623,1431189345,5978473881,4,675,0
5,3302179036,1554668765,6088695302,3,492,1
0,4213883013,3568718442,718763255,5,687,0
4,3962801225,1882529468,7494838922,3,578,1
4,3336450363,134655865,5125014974,3,556,1
1,2335445011,4087873003,4137818417,4,736,0
0,3550332269,4519120503,5787304001,3,537,0
0,5201021288,3494314099,8225348695,4,682,0
1,2495202955,4065126815,3836987596,5,626,0
0,4560977396,6058441442,6058441442,3,625,0
5,3613651668,1445974088,5411124245,3,634,1
1,2227707551,4699133544,4056362807,4,705,0
5,5179604575,2055032829,6633374538,3,681,1
1,593291226,77967857,8638499969,4,687,0
1,4900907146,7780101504,9197800674,6,606,0
0,4148064586,5942018805,8138145292,2,639,0
0,3694960488,4156059065,7237680688,5,629,0
1,3069370407,6356529321,6754697247,5,610,0
1,3681470991,7045293123,672923348,5,713,0
1,3479722888,1135181012,8322834093,3,706,0
5,2086641806,1166596212,4319577406,5,598,1
4,4142761965,1669552173,6761396212,1,661,1
0,491783755,6164275267,8102246809,4,592,0
2,4792542197,7886882944,7062617435,7,648,0
0,5260134866,6033333526,7580499811,4,667,0
0,8183958596,4255452627,1160538186,2,555,0
1,3615966492,5520055959,6209071989,5,639,0
3,7413969818,177877357,10496696,4,687,0
5,2150331087,1270264336,4157821862,5,630,1
1,2834914892,754677414,4703045516,2,691,0
0,3781946426,701717803,7005308999,3,623,0
0,3968606398,7621402058,7621402058,7,620,0
1,4957972257,1362881998,1130132021,3,558,0
1,5518435793,1059912791,8824048324,6,657,0
0,515279584,2120374752,7550221998,5,499,0
0,3524888536,4126521949,6085722,6,609,0
1,2730915243,9022308061,7899746742,6,740,0
0,6958451281,7224985962,8652867477,3,587,0
5,5540717731,2563966494,9270298112,4,536,1
3,3585269719,1030150867,6861169532,6,551,0
1,357072306,5986405959,5685001399,5,664,0
1,5350448466,1327955358,1045463502,6,657,0
0,6210117374,4064567937,879754853,5,758,0
0,1999948995,2364975737,3534702325,3,667,0
1,6933535257,1205368352,1032364376,5,722,0
1,3434919013,6990105245,5748652776,5,687,0
1,2491345964,4081990184,3754131155,6,568,0
1,5264905524,6641330915,7780576771,5,566,0
0,6164686632,5814812589,1108420323,5,608,0
0,3252906352,3428839287,6919162324,5,483,0
3,1915475828,8076771158,445728287,4,713,0
5,4584176286,2282100247,8369422231,3,531,1
1,5054706383,6747907306,1056934624,8,685,0
1,2831062536,7667151577,7107673072,5,660,0
0,4484753031,2639844153,6792658559,3,716,0
0,5911151595,9885583692,1026570635,2,720,0
3,4408859186,1233645809,7250725571,4,590,0
1,6297774637,8063746673,8178827095,5,703,0
0,6395180103,6166970987,8743641541,4,670,0
0,4238207094,9397600505,5433751329,2,560,0
3,4854284199,1274573301,6748822929,5,664,0
0,5891725102,6456510398,8151922592,2,611,0
2,6911759471,1338308743,1168366567,9,600,0
0,4226074172,5302385344,6723835891,4,547,0
0,3085997356,3888580674,4905577943,3,678,0
0,3514858643,5565636504,5900957305,4,581,0
1,3522603139,8298133844,8906478439,5,580,0
2,2716542055,1026224072,8340249737,8,693,0
2,3343921103,1128139881,6624120116,5,644,0
0,4992982139,4722321226,6191415037,4,704,0
1,2634425724,4485920173,4059867078,5,644,0
0,2913813703,4287774236,4629474402,3,599,0
5,4160101504,1979536034,7367274014,3,654,1
3,3440300655,102693829,5877156427,4,647,0
1,2772032199,4431470302,3738772917,3,616,0
1,2834684294,4517065979,5165843445,6,567,0
0,4132386881,855115955,7986146114,3,599,0
0,3730045376,3471518232,656913884,3,675,0
3,5395198355,1933368526,8909976021,3,660,1
1,4347140086,4378768765,6449405848,7,651,0
0,2625801603,16806826,4511045924,5,684,0
5,6033574613,2586993086,8180710663,4,637,1
5,2083126668,9710915995,348377212,3,621,1
1,2072501839,2876891483,3489404365,5,602,0
0,460915776,4706392352,7541342005,3,515,0
0,4531560896,5488132132,7036873493,4,715,0
1,27853958,5334194572,5373222751,6,683,0
3,6365145493,1902491296,1086843802,5,675,0
0,5828222221,6315487427,1026029096,3,623,0
1,4030913209,7450227383,7850829332,5,611,0
0,4119095037,2717628034,7276257317,6,695,0
0,4189807883,5127716454,611712403,3,617,0
0,5652590382,3968196158,7958446098,7,619,0
0,3123413106,2571803863,573885372,5,580,0
1,7475664685,111429812,9436332245,6,718,0
0,5859650156,1097188024,9446177347,5,670,0
0,2579144518,1278488355,4683715592,4,647,0
1,4639831941,8294212392,7114904031,5,686,0
1,4538277951,7615504003,7073666738,5,677,0
2,3901784939,8329705848,5369278496,5,684,0
0,2675960805,2691251258,461094798,4,678,0
0,4912603776,5202177007,7814832395,4,621,0
4,4124109819,1639830522,6821356958,4,495,1
0,1518856821,1485504338,2348726805,5,659,0
0,3104322741,306847493,6655595835,5,641,0
0,3692753,2336023179,6110095141,7,658,0
0,7280506879,69579125,1135633412,4,569,0
5,5603641649,190641502,6766790011,3,614,1
5,327006489,1119320372,4154603419,3,639,1
0,2741388992,377595631,4093851437,3,605,0
1,4860322597,6508752751,6542189587,5,664,0
2,4386542984,6965105523,4857402018,4,647,0
1,2688653754,6190667544,5678686433,5,622,0
5,5637868592,2009908323,6819453067,3,671,1
0,3879481181,4894867489,702874438,4,631,0
2,3997349864,7982872963,6201919845,8,704,0
5,314875128,1391169683,5245570884,4,615,1
4,3444003349,1126755896,5162161648,5,632,1
4,1062107526,6355676575,2876938458,6,647,1
4,2817784515,1523597786,5504103028,1,550,1
2,2037196785,1006709728,6929612264,7,774,0
1,477548397,998789296,83169102,4,752,0
0,356815617,1397854453,8232260003,4,599,0
1,3526852218,6320349329,6609316262,7,708,0
1,4919171385,8299042356,752032695,5,644,0
1,3579565976,6740989655,6030650988,6,701,0
0,584717646,9329043253,8550858746,3,743,0
0,389283505,6236601908,7339273407,2,621,0
1,5940004913,1010561748,8459319535,5,665,0
0,5925938523,7753974198,9095248595,5,684,0
1,4657081942,6737520333,5895711716,6,662,0
0,6212210711,6459456395,7660690798,5,637,0
0,5083559712,5578861294,7494479943,3,587,0
4,4377065227,1394449771,593489891,6,746,0
5,4981683281,2140862267,6894514754,4,618,1
3,4694569731,1318407716,7381969242,4,616,0
5,2308321045,117275166,4453318205,4,671,1
2,330213175,7733960905,5333619654,3,593,0
1,548011044,6358547574,8451809654,5,611,0
0,2729344225,3294773935,6497922596,7,573,0
5,3855947308,1866899152,7015679179,4,567,1
0,5052934991,5387410174,7475424496,4,658,0
3,4890724723,1239345795,6899147452,4,496,1
1,1902408934,4082017209,4121564482,5,667,0
0,6087617752,2645096109,7555943105,5,575,0
5,3296327111,1408236938,4967489273,3,541,1
0,1745385545,9531473099,3374645935,4,685,0
1,490089673,9397370363,9464421795,6,629,0
1,3023784544,6806647833,5333812936,2,606,0
1,4197190877,6973663098,8149803207,6,623,0
0,3253503921,6284325069,6284325069,2,616,0
0,2730864726,1150454521,4753446039,4,626,0
1,4672530999,100596745,7503806732,5,627,0
0,4165200679,3110634224,6710995456,4,646,0
1,4953102139,8275746705,8815276723,6,683,0
1,3430188623,5800680868,5449002228,6,658,0
5,4362047304,1885884263,6853098249,3,579,1
0,53569221,7139278659,9220592693,2,607,0
3,2864970869,1412579723,7058141346,5,703,0
0,4298103265,6561056616,9950398566,7,684,0
